10	10.3594	11.0095	11.9287	13.0955	14.4884	16.0859	17.8664	19.8084	21.8904	24.0909	26.3884	28.7613	31.1881	33.6473	36.1131	38.5335	40.8464	42.9897	44.9015	46.5195	47.7818	48.6366	49.1124	49.2753	49.1915	48.9272	48.5484	48.1216	47.7077	47.319	46.9397	46.5538	46.1452	45.6978	45.1957	44.6255	44.0108	43.3998	42.8415	42.3849	42.0789	41.9724	42.111	42.4827	43.0282	43.6865	44.3967	45.098	45.7295	46.232	46.5876	46.8195	46.9525	47.0118	47.0223	47.0088	46.9963	47.0038	47.0437	47.128	47.2685	47.4773	47.7663	48.1472	48.6185	49.1601	49.7499	50.3663	50.9874	51.5913	52.1559	52.6406	52.9712	53.0705	52.8611	52.2658	51.2072	49.6083	47.4518	44.8489	41.9269	38.8134	35.6359	32.5219	29.5989	26.9565	24.5853	22.4598	20.5544	18.8437	17.3022	15.9044	14.6247	13.4377	12.3178	11.2397	10.1776	9.10624	8	
10.9359	11.0824	11.5892	12.4238	13.5535	14.9457	16.5679	18.3874	20.3716	22.488	24.7039	26.9867	29.3038	31.6227	33.9107	36.1353	38.2642	40.2655	42.1069	43.7565	45.1821	46.3516	47.2386	47.8593	48.2501	48.4476	48.488	48.408	48.244	48.0297	47.7719	47.4622	47.092	46.6527	46.1355	45.532	44.8363	44.0781	43.3116	42.5915	41.9725	41.5092	41.2562	41.2647	41.5233	41.9694	42.5387	43.167	43.7899	44.3432	44.7645	45.0352	45.1801	45.2263	45.2005	45.1297	45.0408	44.9605	44.9133	44.9204	45.003	45.1823	45.4795	45.9158	46.5117	47.2605	48.1157	49.0275	49.9463	50.8224	51.6059	52.2473	52.6982	52.9123	52.8438	52.4468	51.6753	50.4835	48.8256	46.7006	44.2027	41.4384	38.5144	35.5372	32.6134	29.8495	27.3215	25.0253	22.9437	21.0595	19.3556	17.8149	16.4203	15.1545	14.0005	12.9411	11.9592	11.0376	10.1592	9.30682	
11.7943	11.748	12.1232	12.8773	13.9681	15.3533	16.9905	18.8374	20.8516	22.9908	25.2127	27.475	29.7352	31.9511	34.0804	36.0845	37.9488	39.6678	41.2359	42.6477	43.8975	44.9798	45.8904	46.6347	47.223	47.6653	47.9718	48.1526	48.2178	48.1769	48.0323	47.7824	47.4256	46.9604	46.3851	45.6982	44.9006	44.0274	43.1365	42.2866	41.5361	40.9437	40.5678	40.4632	40.6194	40.9721	41.4552	42.0027	42.5486	43.0268	43.3734	43.5692	43.6403	43.6147	43.5204	43.3855	43.2378	43.1055	43.0169	43.0011	43.087	43.3038	43.6803	44.2458	45.0282	46.0164	47.141	48.3286	49.5052	50.5974	51.5314	52.2338	52.6499	52.7583	52.5408	51.9795	51.0562	49.7528	48.0514	45.9649	43.5721	40.9605	38.2174	35.4301	32.6861	30.0727	27.6533	25.4287	23.3892	21.5256	19.8283	18.2878	16.8948	15.6396	14.513	13.5053	12.6072	11.8091	11.1017	10.4753	
12.5778	12.3582	12.6127	13.2905	14.341	15.7131	17.3562	19.2196	21.2523	23.4036	25.6227	27.8588	30.0612	32.179	34.1615	35.9651	37.5904	39.0554	40.3776	41.5748	42.6647	43.6651	44.5912	45.439	46.1957	46.8483	47.3838	47.7892	48.0516	48.1592	48.1108	47.9113	47.5658	47.0793	46.4569	45.7036	44.8268	43.8653	42.8795	41.9299	41.0773	40.3824	39.9059	39.7045	39.7685	40.0336	40.4333	40.9015	41.3718	41.7781	42.056	42.1866	42.1963	42.1134	41.9662	41.7832	41.5926	41.4229	41.3057	41.2763	41.3702	41.623	42.0703	42.7476	43.6896	44.8807	46.2327	47.6518	49.0441	50.3155	51.3722	52.1206	52.5012	52.5142	52.1659	51.4625	50.4105	49.0161	47.2857	45.2443	42.9567	40.4926	37.9219	35.3145	32.7402	30.2689	27.9525	25.7961	23.7974	21.9538	20.2629	18.7223	17.3294	16.0819	14.9773	14.0132	13.187	12.4963	11.9388	11.5118	
13.2892	12.9147	13.0592	13.6647	14.6733	16.0269	17.6674	19.5369	21.5773	23.7306	25.9387	28.1437	30.2874	32.312	34.1593	35.7813	37.1923	38.4301	39.5325	40.5374	41.4827	42.4062	43.3402	44.2723	45.1699	45.9998	46.7291	47.3248	47.7541	47.9865	48.0182	47.8602	47.5239	47.0206	46.3614	45.5576	44.6228	43.5984	42.5453	41.5247	40.5977	39.8255	39.2694	38.9866	38.9684	39.1515	39.4707	39.861	40.2573	40.5947	40.8099	40.8845	40.8444	40.7178	40.5324	40.3165	40.0978	39.9047	39.7707	39.7364	39.8426	40.1302	40.64	41.4128	42.4884	43.8479	45.3874	46.9962	48.5638	49.9795	51.1326	51.9131	52.2576	52.1851	51.7232	50.8991	49.7404	48.2745	46.5288	44.5387	42.3558	40.0341	37.6276	35.1902	32.7758	30.4385	28.2196	26.1285	24.1691	22.3451	20.6607	19.1196	17.7258	16.4832	15.3958	14.4674	13.702	13.1034	12.6757	12.4226	
13.9313	13.4193	13.464	14.0011	14.9667	16.2965	17.9265	19.7926	21.8306	23.9764	26.166	28.3351	30.4197	32.3556	34.0788	35.5377	36.7577	37.794	38.7015	39.5353	40.3505	41.2021	42.1367	43.135	44.1472	45.1233	46.0131	46.7666	47.3337	47.6685	47.7651	47.6403	47.3112	46.7951	46.1089	45.2698	44.2969	43.2334	42.139	41.074	40.0986	39.2729	38.6572	38.3076	38.2166	38.3232	38.5648	38.8789	39.2029	39.4744	39.6327	39.6598	39.5811	39.4234	39.2137	38.979	38.7462	38.5425	38.403	38.372	38.4946	38.8155	39.3799	40.2326	41.4173	42.9125	44.6016	46.3606	48.0656	49.5924	50.8172	51.6165	51.9244	51.7761	51.217	50.2925	49.048	47.5291	45.7811	43.8477	41.769	39.5846	37.3341	35.0571	32.7931	30.5819	28.4554	26.4267	24.5052	22.7007	21.0228	19.4812	18.0855	16.8455	15.7707	14.8709	14.1556	13.6346	13.3174	13.2139	
14.5068	13.874	13.8284	14.3009	15.2224	16.5238	18.1359	19.9897	22.0159	24.1455	26.3095	28.4385	30.4636	32.3156	33.9254	35.2384	36.2898	37.1489	37.8852	38.5681	39.267	40.0514	40.9799	42.0273	43.1295	44.2222	45.241	46.1214	46.7992	47.2152	47.3623	47.2627	46.939	46.4139	45.7098	44.8496	43.8572	42.7767	41.6654	40.5812	39.5817	38.7247	38.068	37.6655	37.5107	37.5461	37.7131	37.9528	38.2063	38.415	38.5217	38.5097	38.4026	38.2258	38.0046	37.7643	37.5303	37.3283	37.1936	37.1736	37.3161	37.6691	38.2806	39.1984	40.4692	42.0691	43.8721	45.7439	47.5503	49.1571	50.4302	51.236	51.5071	51.2921	50.6515	49.6458	48.3355	46.7809	45.0426	43.171	41.1958	39.1436	37.0411	34.9151	32.7923	30.6995	28.6605	26.6913	24.8067	23.0214	21.3504	19.8084	18.4102	17.1705	16.1043	15.2262	14.5512	14.0939	13.8692	13.8919	
15.0185	14.2805	14.1539	14.5654	15.442	16.7105	18.298	20.1312	22.137	24.2424	26.3743	28.4595	30.425	32.1976	33.7042	34.888	35.7919	36.497	37.0845	37.6355	38.2313	38.953	39.869	40.9494	42.1184	43.3	44.418	45.3964	46.1591	46.6364	46.8205	46.7386	46.4185	45.8879	45.1746	44.3063	43.3119	42.235	41.1295	40.0493	39.0484	38.1809	37.5006	37.0584	36.8483	36.8179	36.9132	37.0804	37.2653	37.4141	37.4745	37.431	37.3053	37.1204	36.8996	36.6661	36.4429	36.2537	36.1336	36.1315	36.2974	36.6811	37.3326	38.3016	39.6366	41.3122	43.1954	45.1448	47.019	48.6766	49.9761	50.7769	51.0111	50.7383	50.0311	48.9624	47.6048	46.031	44.3136	42.5086	40.6357	38.7105	36.7482	34.7641	32.7735	30.7919	28.8355	26.9232	25.0744	23.3085	21.6448	20.1026	18.7013	17.4603	16.3988	15.5364	14.8922	14.4857	14.3362	14.463	
15.469	14.6407	14.4417	14.7957	15.6268	16.8586	18.4151	20.2202	22.1978	24.2716	26.3655	28.4035	30.3094	32.0071	33.4204	34.4906	35.2671	35.84	36.3	36.7373	37.2423	37.9056	38.8033	39.9016	41.1156	42.36	43.5494	44.5986	45.4222	45.942	46.1504	46.0792	45.761	45.2283	44.5136	43.6495	42.6691	41.615	40.5361	39.4815	38.5003	37.6415	36.9541	36.4842	36.227	36.1359	36.1627	36.2592	36.3776	36.4696	36.4886	36.4208	36.2854	36.1028	35.8934	35.6779	35.4767	35.3107	35.2139	35.2363	35.4286	35.8417	36.5264	37.5335	38.9124	40.6363	42.5683	44.5624	46.4728	48.1537	49.4593	50.2445	50.4418	50.1195	49.36	48.2454	46.8582	45.2805	43.5945	41.8599	40.0883	38.2849	36.455	34.6039	32.7369	30.8594	28.981	27.1232	25.3094	23.5629	21.907	20.3651	18.9605	17.7166	16.6566	15.804	15.182	14.814	14.7234	14.9334	
15.8611	14.9564	14.6932	14.9932	15.7782	16.9698	18.4898	20.2599	22.2019	24.2374	26.2883	28.2761	30.1227	31.7498	33.0791	34.0507	34.7187	35.1801	35.5324	35.8729	36.299	36.908	37.7819	38.8842	40.1228	41.4057	42.6404	43.7349	44.5968	45.1419	45.3626	45.2956	44.9778	44.446	43.7373	42.8885	41.9369	40.9232	39.8902	38.8811	37.9388	37.1065	36.427	35.9409	35.6445	35.4976	35.4589	35.4871	35.5409	35.5791	35.5615	35.4762	35.3394	35.1684	34.9806	34.7935	34.6243	34.4909	34.4257	34.4784	34.6999	35.1411	35.8527	36.8855	38.2891	40.0359	41.9872	43.9953	45.9126	47.5915	48.8842	49.6441	49.8047	49.441	48.6424	47.4981	46.0977	44.5304	42.8854	41.2249	39.553	37.8662	36.1611	34.4344	32.6826	30.9024	29.0976	27.2921	25.5125	23.7857	22.1384	20.5973	19.1894	17.9413	16.8799	16.0318	15.424	15.0831	15.036	15.3095	
